경매번호,주소지,x,y,종류,면적,감정가,입찰가,입찰일,링크,크기,건물 면적,토지 면적,대지권 면적
2021 타경 72029(2),경북 상주시 복룡동 486 새빛힐즈2차 5층 501호,128.16319565767,36.419734137584,아파트,건물 78.82㎡(23.84평) / 대지권 42.16㎡(12.75평),"212,000,000","12,221,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20210072029_002"">link</a>",10,23.84,0.0,12.75
2021 타경 74114,경기 수원시 권선구 세류동 484-13 비동 지하 1층 비01호,127.01177483942,37.261352720193,다세대/빌라,건물 53.73㎡(16.25평) / 대지권 26.76㎡(8.09평),"93,000,000","65,100,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=301_20210074114_001"">link</a>",10,16.25,0.0,8.09
2021 타경 80250,경기 남양주시 별내동 899 모아미래도아파트 2306동 5층 503호,127.12728411809,37.662307208889,아파트,건물 84.98㎡(25.71평) / 대지권 53.1㎡(16.06평),"772,000,000","772,000,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=106_20210080250_001"">link</a>",10,25.71,0.0,16.06
2021 타경 90066,경기 가평군 조종면 신하리 366-5,127.36173809909,37.83627044313,답,토지 2713㎡(820.68평),"393,385,000","275,370,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=106_20210090066_001"">link</a>",10,0.0,820.68,0.0
2021 타경 90448(1),경기 연천군 전곡읍 전곡리 423-24 101동 2층 203호,127.07311133001,38.033112551014,다세대/빌라,건물 42.9㎡(12.98평) / 대지권 47.2㎡(14.28평),"155,000,000","53,165,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=106_20210090448_001"">link</a>",10,12.98,0.0,14.28
2021 타경 90448(2),경기 연천군 전곡읍 전곡리 423-33 104동 2층 201호,127.07360850196,38.033319723652,다세대/빌라,건물 51.62㎡(15.62평) / 대지권 54.6㎡(16.52평),"186,000,000","63,798,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=106_20210090448_002"">link</a>",10,15.62,0.0,16.52
2021 타경 90448(4),경기 연천군 전곡읍 전곡리 423-33 105동 2층 201호,127.07360850196,38.033319723652,다세대/빌라,건물 51.62㎡(15.62평) / 대지권 54.6㎡(16.52평),"186,000,000","63,798,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=106_20210090448_004"">link</a>",10,15.62,0.0,16.52
2021 타경 101216,서울 중구 을지로6가 18-185 밀리오레 9층 155호 외 2개 목록,127.00831039162,37.568322304142,근린상가,건물 7.26㎡(2.2평),"45,000,000","9,438,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=101_20210101216_001"">link</a>",10,2.2,0.0,0.0
2021 타경 101681,서울 동작구 상도동 210-172 상도젠트리하임 2층 201호,126.94226615087,37.497818400301,다세대/빌라,건물 30.69㎡(9.28평) / 대지권 18.3㎡(5.54평),"252,000,000","27,058,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=101_20210101681_001"">link</a>",10,9.28,0.0,5.54
2021 타경 104321(1),서울 종로구 인의동 48-2 효성주얼리시티 지하 2층 에스에프지2005호,126.99866664524,37.571482920688,근린상가,건물 29.54㎡(8.94평) / 대지권 7.9㎡(2.39평),"254,000,000","83,230,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=101_20210104321_001"">link</a>",10,8.94,0.0,2.39
2021 타경 104321(2),서울 종로구 인의동 48-2 효성주얼리시티 지하 2층 에스지2035호,126.99866664524,37.571482920688,근린상가,건물 42.89㎡(12.97평) / 대지권 11.4㎡(3.45평),"361,000,000","75,707,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=101_20210104321_002"">link</a>",10,12.97,0.0,3.45
2021 타경 104321(3),서울 종로구 인의동 48-2 효성주얼리시티 지하 2층 에스지2036호,126.99866664524,37.571482920688,근린상가,건물 42.89㎡(12.97평) / 대지권 11.4㎡(3.45평),"361,000,000","75,707,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=101_20210104321_003"">link</a>",10,12.97,0.0,3.45
2021 타경 104321(4),서울 종로구 인의동 48-2 효성주얼리시티 지하 2층 에스지2037호,126.99866664524,37.571482920688,근린상가,건물 43.34㎡(13.11평) / 대지권 11.6㎡(3.51평),"365,000,000","76,546,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=101_20210104321_004"">link</a>",10,13.11,0.0,3.51
2021 타경 104321(5),서울 종로구 인의동 48-2 효성주얼리시티 1층 제이1048호,126.99866664524,37.571482920688,근린상가,건물 8.42㎡(2.55평) / 대지권 2.25㎡(0.68평),"327,000,000","68,577,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=101_20210104321_005"">link</a>",10,2.55,0.0,0.68
2021 타경 104344,대구 북구 구암동 695-3 칠곡청구타운 102동 15층 1507호,128.55917559842,35.928967420939,아파트,건물 59.34㎡(17.95평) / 대지권 34.5㎡(10.44평),"163,000,000","13,424,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=701_20210104344_001"">link</a>",10,17.95,0.0,10.44
2021 타경 104970,서울 동작구 상도동 201-58 다원씨앤아이 1층 102호,126.94090862327,37.500738700775,다세대/빌라,건물 30.97㎡(9.37평) / 대지권 18.65㎡(5.64평),"170,000,000","35,652,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=101_20210104970_001"">link</a>",10,9.37,0.0,5.64
2021 타경 105400,울산 남구 장생포동 292 외 2개 목록,129.37244648675,35.506266807964,전,토지 6636㎡(2007.39평),"2,174,160,000","1,521,912,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20210105400_001"">link</a>",10,0.0,2007.39,0.0
2021 타경 106241,서울 도봉구 쌍문동 286 드림 2층 202호,127.02443547413,37.650968630002,다세대/빌라,건물 52.41㎡(15.85평) / 대지권 32.49㎡(9.83평),"271,000,000","271,000,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=105_20210106241_001"">link</a>",10,15.85,0.0,9.83
2021 타경 106266,서울 동작구 상도동 208-28 더포레스트3차 4층 403호,126.94320500588,37.499145857392,다세대/빌라,건물 47.63㎡(14.41평) / 대지권 29.9㎡(9.04평),"321,000,000","67,319,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=101_20210106266_001"">link</a>",10,14.41,0.0,9.04
2021 타경 106778,서울 관악구 신림동 652-10 라임카운티 4층 502호,126.92396707772,37.467369447442,다세대/빌라,건물 28.52㎡(8.63평) / 대지권 26.9㎡(8.14평),"317,000,000","66,479,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=101_20210106778_001"">link</a>",10,8.63,0.0,8.14
2021 타경 108063,서울 성북구 정릉동 559-43 3층 301호,127.00970598869,37.59917157796,다세대/빌라,건물 43.46㎡(13.15평) / 대지권 26.5㎡(8.02평),"274,000,000","29,421,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=105_20210108063_001"">link</a>",10,13.15,0.0,8.02
2021 타경 109110(1),서울 강북구 수유동 519-1 예움하우스 4층 402호,127.01203795223,37.638646437363,다세대/빌라,건물 27.87㎡(8.43평) / 대지권 22.67㎡(6.86평),"215,000,000","28,857,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=105_20210109110_001"">link</a>",10,8.43,0.0,6.86
2021 타경 109110(2),서울 도봉구 방학동 693-29 더블루스카이 5층 502호,127.03533423586,37.663266616464,다세대/빌라,건물 29.98㎡(9.07평) / 대지권 18.11㎡(5.48평) / 제시외 7 ㎡,"223,000,000","29,930,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=105_20210109110_002"">link</a>",10,9.07,0.0,5.48
2021 타경 109631,울산 동구 화정동 949 힐스테이트이스턴베이 115동 20층 2001호,129.42368314104,35.49227212362,아파트,건물 68.92㎡(20.85평) / 대지권 33.6㎡(10.16평),"383,000,000","187,670,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20210109631_001"">link</a>",10,20.85,0.0,10.16
2021 타경 110181,울산 울주군 범서읍 천상리 657-4 1동 2층 202호,129.22332239467,35.56126580547,다세대/빌라,건물 59.47㎡(17.99평) / 대지권 42.7㎡(12.92평),"153,000,000","74,970,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20210110181_001"">link</a>",10,17.99,0.0,12.92
2021 타경 110256(7),충남 천안시 서북구 성정동 1323 프라지움8차 2층 201호,127.14170720595,36.829723465717,오피스텔,건물 35.77㎡(10.82평) / 대지권 6.2㎡(1.88평),"121,000,000","59,290,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=402_20210110256_007"">link</a>",10,10.82,0.0,1.88
2021 타경 110256(10),충남 천안시 서북구 성정동 1270 프라지움6차 2층 213호,127.13819520336,36.829940441063,오피스텔,건물 38.7㎡(11.71평) / 대지권 6.2㎡(1.88평),"116,000,000","56,840,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=402_20210110256_010"">link</a>",10,11.71,0.0,1.88
2021 타경 110341,울산 남구 야음동 911 대현더샵 101동 4층 401호,129.32703811242,35.525400654174,아파트,건물 84.91㎡(25.69평) / 대지권 51.8㎡(15.67평),"933,000,000","653,100,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20210110341_001"">link</a>",10,25.69,0.0,15.67
2021 타경 110648,경남 양산시 평산동 83-2 장원하이드파크 12층 1213호,129.15143459094,35.383572806752,아파트,건물 55.11㎡(16.67평) / 대지권 11.2㎡(3.39평),"116,000,000","81,200,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20210110648_001"">link</a>",10,16.67,0.0,3.39
2021 타경 110707,서울 도봉구 도봉동 634-6 다이아포레 5층 501호,127.04684874856,37.672191591142,다세대/빌라,건물 36.19㎡(10.95평) / 대지권 17.6㎡(5.32평),"300,000,000","50,331,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=105_20210110707_001"">link</a>",10,10.95,0.0,5.32
2021 타경 111764,경남 양산시 물금읍 범어리 502-3 양산군근로자복지주택 101동 6층 609호,129.00870326022,35.334638114095,아파트,건물 19.9㎡(6.02평) / 대지권 22.57㎡(6.83평),"64,000,000","31,360,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20210111764_001"">link</a>",10,6.02,0.0,6.83
2021 타경 111779,대구 북구 국우동 1110 그린빌1 102동 15층 1503호,128.57870144412,35.949048743558,아파트,건물 59.39㎡(17.97평) / 대지권 36㎡(10.89평),"163,000,000","163,000,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=701_20210111779_001"">link</a>",10,17.97,0.0,10.89
2021 타경 111929,서울 금천구 시흥동 3-75 서래하우스102동 5층 502호,126.91120166071,37.461911949084,다세대/빌라,건물 25.41㎡(7.69평) / 대지권 34.64㎡(10.48평) / 제시외 29 ㎡,"217,000,000","217,000,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210111929_001"">link</a>",10,7.69,0.0,10.48
2021 타경 112033,울산 울주군 온산읍 덕신리 278-15 2층 203호,129.3111296838,35.431595871618,다세대/빌라,건물 44.46㎡(13.45평) / 대지권 39.5㎡(11.95평),"37,200,000","18,228,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20210112033_001"">link</a>",10,13.45,0.0,11.95
2021 타경 112422,울산 동구 방어동 281-1 우성현대아파트 11층 1108호,129.41948971606,35.483524090555,아파트,건물 72.15㎡(21.83평) / 대지권 29.7㎡(8.98평),"128,000,000","62,720,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20210112422_001"">link</a>",10,21.83,0.0,8.98
2021 타경 112668,울산 울주군 웅촌면 은현리 49-100 비동호 외 4개 목록,129.17888009591,35.474972273616,공장,건물 1344.21㎡(406.62평) / 토지 3068㎡(928.07평) / 제시외 96 ㎡,"1,712,170,395","1,712,170,395",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20210112668_001"">link</a>",10,406.62,928.07,0.0
2021 타경 114904,서울 강서구 화곡동 84-11 신하우스 6층 601호,126.84333301706,37.547131455127,다세대/빌라,건물 38.36㎡(11.6평) / 대지권 23.4㎡(7.08평),"430,000,000","90,178,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210114904_001"">link</a>",10,11.6,0.0,7.08
2021 타경 115440,서울 금천구 가산동 140-9 가산지웰에스테이트 7층 702호,126.89049771558,37.478385678795,아파트,건물 15.96㎡(4.83평) / 대지권 4.1㎡(1.24평),"148,000,000","31,038,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210115440_001"">link</a>",10,4.83,0.0,1.24
2021 타경 115525(1),서울 금천구 독산동 986-20 독산첼시 제비동 6층 601호,126.90096797179,37.473208527558,다세대/빌라,건물 33.89㎡(10.25평) / 대지권 22.3㎡(6.75평),"278,000,000","72,876,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210115525_001"">link</a>",10,10.25,0.0,6.75
2021 타경 115525(2),서울 구로구 가리봉동 136-74 리오파크빌 102동 2층 204호,126.89282165896,37.479374864969,다세대/빌라,건물 29.74㎡(9평) / 대지권 21.7㎡(6.56평),"240,000,000","62,914,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210115525_002"">link</a>",10,0.0,0.0,6.56
2021 타경 115600,서울 구로구 개봉동 321-15 다원아트빌 5층 501호,126.85253812766,37.49301415603,다세대/빌라,건물 43.31㎡(13.1평) / 대지권 26.2㎡(7.93평),"326,000,000","208,640,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210115600_001"">link</a>",10,13.1,0.0,7.93
2021 타경 115730,서울 강서구 화곡동 471-16 디에스에코타운 104동 2층 202호,126.85711048009,37.53638073136,다세대/빌라,건물 37.1㎡(11.22평) / 대지권 22㎡(6.66평),"185,000,000","38,798,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210115730_001"">link</a>",10,11.22,0.0,6.66
2021 타경 116054(1),서울 강서구 화곡동 1055-3 그레이스빌 4층 401호,126.84043539037,37.543643685046,다세대/빌라,건물 28.61㎡(8.65평) / 대지권 19.14㎡(5.79평) / 제시외 46.96 ㎡,"242,220,000","155,021,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210116054_001"">link</a>",10,8.65,0.0,5.79
2021 타경 116054(2),서울 강서구 화곡동 1055-3 그레이스빌 3층 302호,126.84043539037,37.543643685046,다세대/빌라,건물 29.02㎡(8.78평) / 대지권 19.4㎡(5.87평),"211,000,000","135,040,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210116054_002"">link</a>",10,8.78,0.0,5.87
2021 타경 116054(3),서울 강서구 화곡동 1055-3 그레이스빌 3층 301호,126.84043539037,37.543643685046,다세대/빌라,건물 29.89㎡(9.04평) / 대지권 20㎡(6.05평),"217,000,000","138,880,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210116054_003"">link</a>",10,9.04,0.0,6.05
2021 타경 116108,서울 금천구 독산동 938-3 힐사이드 3층 301호,126.90709695501,37.467985302905,다세대/빌라,건물 27.09㎡(8.19평) / 대지권 21.6㎡(6.53평),"213,000,000","55,837,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210116108_001"">link</a>",10,8.19,0.0,6.53
2021 타경 116511,서울 강서구 화곡동 1041-16 더누림 2층 204호,126.83416950491,37.542119482185,다세대/빌라,건물 29.56㎡(8.94평) / 대지권 18.26㎡(5.52평),"263,000,000","68,944,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210116511_001"">link</a>",10,8.94,0.0,5.52
2021 타경 116528,서울 강서구 화곡동 98-81 라뜰리에 5층 501호,126.8445703645,37.5422027368,다세대/빌라,건물 29.91㎡(9.05평) / 대지권 19.79㎡(5.99평),"290,000,000","76,022,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210116528_001"">link</a>",10,9.05,0.0,5.99
2021 타경 116726,서울 강서구 화곡동 332-16 씨티하우스 2층 203호,126.84722723341,37.53586524104,다세대/빌라,건물 27.41㎡(8.29평) / 대지권 15.32㎡(4.63평),"251,000,000","82,248,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210116726_001"">link</a>",10,8.29,0.0,4.63
2021 타경 116818,서울 강서구 화곡동 408-86 우성 102동 2층 202호,126.84537257048,37.53811775891,다세대/빌라,건물 46.73㎡(14.14평) / 대지권 29.21㎡(8.84평),"306,000,000","100,270,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210116818_001"">link</a>",10,14.14,0.0,8.84
2021 타경 116825,서울 강서구 화곡동 360-2 덕용팰리체 5층 501호,126.83711474883,37.53271255208,다세대/빌라,건물 25.23㎡(7.63평) / 대지권 15.16㎡(4.59평),"262,000,000","85,852,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210116825_001"">link</a>",10,7.63,0.0,4.59
2021 타경 116993,서울 강서구 화곡동 869-35 와이앤비 2층 202호,126.85358247893,37.532583830202,다세대/빌라,건물 20.65㎡(6.25평) / 대지권 14.6㎡(4.42평),"190,000,000","62,259,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210116993_001"">link</a>",10,6.25,0.0,4.42
2021 타경 117163,서울 강서구 화곡동 360-2 덕용팰리체 4층 401호,126.83711474883,37.53271255208,다세대/빌라,건물 25.23㎡(7.63평) / 대지권 15.2㎡(4.6평),"271,000,000","88,802,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210117163_001"">link</a>",10,7.63,0.0,4.6
2021 타경 117187,서울 강서구 화곡동 937-12 미리내오피스텔 3층 304호,126.83928995756,37.52933759139,오피스텔,건물 19.69㎡(5.96평) / 대지권 5.6㎡(1.69평),"235,000,000","77,005,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=104_20210117187_001"">link</a>",10,5.96,0.0,1.69
2021 타경 517003,인천 미추홀구 숭의동 331-6,126.64434641649,37.459564053705,대지,토지 165.2㎡(49.97평),"553,420,000","271,176,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20210517003_001"">link</a>",10,0.0,49.97,0.0
2022 타경 157(1),강원 정선군 화암면 화암리 322,128.79616488039,37.339291603031,전,토지 265㎡(80.16평),"12,985,000","2,183,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=505_20220000157_001"">link</a>",10,0.0,80.16,0.0
2022 타경 157(2),강원 정선군 화암면 화암리 322-2,128.79670965021,37.339651891755,대지,토지 116㎡(35.09평),"11,716,000","2,813,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=505_20220000157_002"">link</a>",10,0.0,35.09,0.0
2022 타경 176,경기 가평군 설악면 위곡리 485-17 외 2개 목록,127.52057826513,37.662767990944,대지,토지 165㎡(49.91평),"24,134,000","11,826,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=106_20220000176_001"">link</a>",10,0.0,49.91,0.0
2022 타경 353,경북 경주시 동방동 비룡벨로스텔라2차 6층 603호 외 1개 목록,129.26132108573,35.810419306669,오피스텔,건물 79.3㎡(23.99평) / 대지권 57.99㎡(17.54평),"207,000,000","71,001,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=702_20220000353_001"">link</a>",10,23.99,0.0,17.54
2022 타경 469(1),경북 경주시 탑동 370-5,129.20697524614,35.817339870802,답,토지 745㎡(225.36평),"74,500,000","74,500,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=702_20220000469_001"">link</a>",10,0.0,225.36,0.0
2022 타경 469(2),경북 경주시 탑동 370-6,129.20721967349,35.817421521002,답,토지 1267㎡(383.27평),"126,700,000","126,700,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=702_20220000469_002"">link</a>",10,0.0,383.27,0.0
2022 타경 489(1),울산 동구 일산동 979-6 외 1개 목록,129.43296066611,35.491414931757,근린시설,건물 1168.64㎡(353.51평) / 토지 1172.6㎡(354.71평),"3,290,729,200","2,303,510,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20220000489_001"">link</a>",10,353.51,354.71,0.0
2022 타경 489(2),울산 동구 방어동 267-1 외 2개 목록,129.42180424068,35.483678209689,다가구 주택,건물 425.17㎡(128.61평) / 토지 208㎡(62.92평),"853,077,200","597,154,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20220000489_002"">link</a>",10,128.61,62.92,0.0
2022 타경 526(2),경북 문경시 창동 58-34,128.1967137134,36.633860765433,답,토지 626.09㎡(189.39평),"46,330,660","22,702,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000526_002"">link</a>",10,0.0,189.39,0.0
2022 타경 569,대구 달성군 옥포읍 김흥리 609,128.48920753115,35.741395486002,전,토지 2493㎡(754.13평),"1,024,623,000","717,236,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=709_20220000569_001"">link</a>",10,0.0,754.13,0.0
2022 타경 591,강원 영월군 영월읍 영흥리 882-6 비동 2층 201호,128.47459726255,37.185937517423,다세대/빌라,건물 82.48㎡(24.95평) / 대지권 66.83㎡(20.22평),"175,000,000","85,750,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=505_20220000591_001"">link</a>",10,24.95,0.0,20.22
2022 타경 595(2),경북 상주시 낙동면 상촌리 산 57,128.26586082459,36.372626636168,임야,토지 10413.25㎡(3150.01평),"38,653,000","18,940,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000595_002"">link</a>",10,0.0,3150.01,0.0
2022 타경 618,경북 상주시 신봉동 534-4 외 4개 목록,128.14981551467,36.398243762503,근린시설,건물 407.5㎡(123.27평) / 토지 1619㎡(489.75평),"1,213,587,500","1,213,587,500",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000618_001"">link</a>",10,123.27,489.75,0.0
2022 타경 625,울산 울주군 범서읍 천상리 652 청구제네스 102동 6층 602호,129.22453831686,35.56141862552,아파트,건물 84.94㎡(25.69평),"250,000,000","175,000,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=D01_20220000625_001"">link</a>",10,25.69,0.0,0.0
2022 타경 632(1),경북 문경시 산북면 지내리 41,128.32476407043,36.65337459972,답,토지 1094㎡(330.94평),"22,974,000","16,082,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000632_001"">link</a>",10,0.0,330.94,0.0
2022 타경 632(2),경북 문경시 산북면 지내리 42,128.32463060619,36.653698034842,답,토지 694㎡(209.94평),"14,782,200","10,348,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000632_002"">link</a>",10,0.0,209.94,0.0
2022 타경 632(3),경북 문경시 산북면 지내리 45,128.3241714312,36.653567620911,답,토지 1716㎡(519.09평),"36,036,000","25,225,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000632_003"">link</a>",10,0.0,519.09,0.0
2022 타경 632(4),경북 문경시 산북면 지내리 46-1,128.32419971137,36.653286084001,답,토지 1203㎡(363.91평),"25,263,000","17,684,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000632_004"">link</a>",10,0.0,363.91,0.0
2022 타경 632(5),경북 문경시 산북면 지내리 46-2,128.32412055824,36.652719292902,전,토지 3094㎡(935.94평),"56,001,400","39,201,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000632_005"">link</a>",10,0.0,935.94,0.0
2022 타경 632(6),경북 문경시 산북면 지내리 47,128.32469063842,36.65313546285,답,토지 1788㎡(540.87평),"37,548,000","26,284,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000632_006"">link</a>",10,0.0,540.87,0.0
2022 타경 632(7),경북 문경시 산북면 지내리 48,128.32472543306,36.652744734346,답,토지 1620㎡(490.05평),"37,098,000","25,969,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000632_007"">link</a>",10,0.0,490.05,0.0
2022 타경 638,광주 동구 금남로5가 74-13 외 1개 목록,126.91242419902,35.153573570128,주택,건물 64.13㎡(19.4평) / 토지 142.1㎡(42.99평) / 제시외 15.3 ㎡,"249,749,230","111,887,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=801_20220000638_001"">link</a>",10,19.4,42.99,0.0
2022 타경 668,대구 달성군 화원읍 본리리 1104-2,128.531530292,35.776222344815,답,토지 602㎡(182.11평),"36,120,000","12,389,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=709_20220000668_001"">link</a>",10,0.0,182.11,0.0
2022 타경 670(2),경북 상주시 낙동면 화산리 1707,128.25303828176,36.386609942909,답,토지 1847.7㎡(558.93평),"65,593,350","45,915,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000670_002"">link</a>",10,0.0,558.93,0.0
2022 타경 706(1),강원 정선군 화암면 화암리 396-11,128.78915961721,37.340589871797,전,토지 922㎡(278.91평),"47,944,000","23,493,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=505_20220000706_001"">link</a>",10,0.0,278.91,0.0
2022 타경 706(2),강원 정선군 화암면 화암리 442,128.78651753871,37.343269307285,전,토지 3934㎡(1190.04평),"106,218,000","52,047,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=505_20220000706_002"">link</a>",10,0.0,1190.04,0.0
2022 타경 706(3),강원 정선군 화암면 화암리 449-4,128.78730217784,37.34549000474,대지,토지 568㎡(171.82평),"109,624,000","53,716,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=505_20220000706_003"">link</a>",10,0.0,171.82,0.0
2022 타경 847,경북 문경시 점촌동 271-36 외 1개 목록,128.20066702536,36.593336386617,근린주택,건물 78.41㎡(23.72평) / 토지 88.2㎡(26.68평) / 제시외 9.09 ㎡,"161,644,500","113,151,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000847_001"">link</a>",10,23.72,26.68,0.0
2022 타경 885(1),경북 예천군 효자면 초항리 34,128.44663513945,36.816039726879,답,토지 186㎡(56.27평),"2,399,400","1,680,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000885_001"">link</a>",10,0.0,56.27,0.0
2022 타경 885(2),경북 예천군 효자면 초항리 91,128.44699194007,36.815634156889,답,토지 297.5㎡(89.99평),"4,998,000","3,499,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000885_002"">link</a>",10,0.0,89.99,0.0
2022 타경 885(3),경북 예천군 효자면 초항리 192,128.44497674668,36.814588513619,답,토지 434㎡(131.29평),"9,504,600","6,653,000",2023-05-16,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=704_20220000885_003"">link</a>",10,0.0,131.29,0.0
