경매번호,주소지,x,y,종류,면적,감정가,입찰가,입찰일,링크,크기,건물 면적,토지 면적,대지권 면적
2022 타경 8084 ,경기 용인시 기흥구 보정동 1266-1 리베로빌딩 6층(***-****-****)내 보관,0.0,0.0,차량,"국산(쌍용), 티볼리2015년식 155,809㎞ 자동 휘발유 ","9,500,000","6,650,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=301_20220008084_001"">link</a>",10,0.0,0.0,0.0
2022 타경 8155,인천 서구 마전동 외 1개 목록,126.67738592148,37.595397219784,다가구 주택,건물 581.98㎡(176.05평) / 토지 389.5㎡(117.82평),"1,537,816,600","1,076,472,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220008155_001"">link</a>",10,176.05,117.82,0.0
2022 타경 8252,대전 중구 산성동 306-114 대명주택 3층 302호,127.38994185724,36.303607818829,다세대/빌라,건물 66.27㎡(20.05평) / 대지권 50㎡(15.13평),"155,000,000","108,500,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=401_20220008252_001"">link</a>",10,20.05,0.0,15.13
2022 타경 8665,대전 중구 석교동 38-4 4층 12호,127.4429327407,36.307684649873,아파트,건물 50.14㎡(15.17평) / 대지권 30.6㎡(9.26평),"51,000,000","51,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=401_20220008665_001"">link</a>",10,15.17,0.0,9.26
2022 타경 8740,세종 세종시 조치원읍 침산리 89 욱일아파트 111동 17층 1702호,127.2927692071,36.602516431627,아파트,건물 134.45㎡(40.67평) / 대지권 60.3㎡(18.24평),"408,000,000","408,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=401_20220008740_001"">link</a>",10,40.67,0.0,18.24
2022 타경 8797,인천 부평구 부평동 161-12 현대렉스힐 11층 1102호,126.72990965362,37.489549685785,아파트,건물 38.98㎡(11.79평) / 대지권 7.5㎡(2.27평),"179,000,000","87,710,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220008797_001"">link</a>",10,11.79,0.0,2.27
2022 타경 8940,인천 서구 오류동 1656-1 블루텍 3층 공존-311호,126.6148540769,37.595861235484,아파트형공장,건물 116.64㎡(35.28평) / 대지권 36.27㎡(10.97평),"338,100,000","338,100,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220008940_001"">link</a>",10,35.28,0.0,10.97
2022 타경 9257(1),인천 미추홀구 용현동 630-10 청솔프라자 3층 302호,126.63219623581,37.451947583294,근린상가,건물 113.1㎡(34.21평) / 대지권 30.5㎡(9.23평),"214,000,000","214,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220009257_001"">link</a>",10,34.21,0.0,9.23
2022 타경 9257(2),인천 미추홀구 용현동 630-10 청솔프라자 3층 303호,126.63219623581,37.451947583294,근린상가,건물 113.1㎡(34.21평) / 대지권 30.5㎡(9.23평),"214,000,000","214,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220009257_002"">link</a>",10,34.21,0.0,9.23
2022 타경 9257(3),인천 미추홀구 용현동 630-10 청솔프라자 3층 307호,126.63219623581,37.451947583294,근린상가,건물 65.52㎡(19.82평) / 대지권 17.7㎡(5.35평),"135,000,000","135,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220009257_003"">link</a>",10,19.82,0.0,5.35
2022 타경 9257(4),인천 미추홀구 용현동 630-10 청솔프라자 3층 308호,126.63219623581,37.451947583294,근린상가,건물 65.52㎡(19.82평) / 대지권 17.7㎡(5.35평),"135,000,000","135,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220009257_004"">link</a>",10,19.82,0.0,5.35
2022 타경 9257(5),인천 미추홀구 용현동 630-10 청솔프라자 3층 310호 외 1개 목록,126.63219623581,37.451947583294,근린상가,건물 123.48㎡(37.35평) / 대지권 33.3㎡(10.07평),"255,000,000","255,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220009257_005"">link</a>",10,37.35,0.0,10.07
2022 타경 10011(1),인천 서구 심곡동 254-10 에이동 2층 201호,126.67566922275,37.542579437056,근린상가,건물 46.2㎡(13.98평) / 대지권 27.6㎡(8.35평),"125,000,000","87,500,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220010011_001"">link</a>",10,13.98,0.0,8.35
2022 타경 10011(2),인천 서구 심곡동 254-10 에이동 2층 202호,126.67566922275,37.542579437056,근린상가,건물 63.99㎡(19.36평) / 대지권 38.3㎡(11.59평),"174,000,000","121,800,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220010011_002"">link</a>",10,19.36,0.0,11.59
2022 타경 10110,인천 남동구 구월동 1291-5 지하 1층 1호,126.72092846742,37.448524206009,다세대/빌라,건물 37.26㎡(11.27평) / 대지권 28㎡(8.47평),"74,000,000","51,800,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220010110_001"">link</a>",10,11.27,0.0,8.47
2022 타경 10212,경북 의성군 사곡면 화전리 산 97,128.76846346218,36.280620041309,임야,토지 7219.8㎡(2183.99평),"15,883,560","3,814,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010212_001"">link</a>",10,0.0,2183.99,0.0
2022 타경 10261,경북 구미시 도개면 신림리 497 외 3개 목록,128.35198569146,36.279455348838,농가시설,건물 114.62㎡(34.67평) / 토지 701.82㎡(212.3평) / 제시외 387.5 ㎡,"74,059,760","36,289,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220010261_001"">link</a>",10,34.67,212.3,0.0
2022 타경 10359,경북 의성군 의성읍 비봉리 158 외 1개 목록,128.68913539172,36.31491514057,답,토지 657.45㎡(198.88평),"15,384,620","5,277,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010359_001"">link</a>",10,0.0,198.88,0.0
2022 타경 10377,경북 김천시 남면 봉천리 277 외 1개 목록,128.22487259467,36.141443892431,숙박시설,건물 657.68㎡(198.95평) / 토지 1132㎡(342.43평),"840,593,600","588,416,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220010377_001"">link</a>",10,198.95,342.43,0.0
2022 타경 10519,경북 의성군 점곡면 사촌리 520-1,128.75225384277,36.427511836376,전,토지 564㎡(170.61평),"12,972,000","9,080,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010519_001"">link</a>",10,0.0,170.61,0.0
2022 타경 10557,경북 청송군 현서면 덕계리 168 외 1개 목록,128.90538914145,36.27555753464,답,토지 2281㎡(690평),"27,372,000","19,160,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010557_001"">link</a>",10,0.0,690.0,0.0
2022 타경 10571(1),경북 의성군 안사면 안사리 596 외 2개 목록,128.46869084762,36.4303311524,답,토지 647.27㎡(195.8평),"13,504,130","9,453,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010571_001"">link</a>",10,0.0,195.8,0.0
2022 타경 10571(2),경북 의성군 안사면 안사리 460-1,128.47168956198,36.431048693994,전,토지 155.27㎡(46.97평),"4,037,020","2,826,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010571_002"">link</a>",10,0.0,46.97,0.0
2022 타경 10717,경북 의성군 의성읍 철파리 366-2 외 1개 목록,128.68156052798,36.361201965122,주택,건물 6.52㎡(1.97평) / 토지 23.6㎡(7.14평),"8,444,760","8,444,760",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010717_001"">link</a>",10,1.97,7.14,0.0
2022 타경 10731(1),경북 의성군 금성면 제오리 599,128.71562160855,36.274806995526,답,토지 1068㎡(323.07평),"27,768,000","19,438,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010731_001"">link</a>",10,0.0,323.07,0.0
2022 타경 10731(2),경북 의성군 금성면 제오리 273,128.70655839274,36.283394515216,전,토지 2562㎡(775.01평),"38,430,000","26,901,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010731_002"">link</a>",10,0.0,775.01,0.0
2022 타경 10755(1),경북 의성군 봉양면 문흥리 371-3,128.62858664666,36.320840182808,답,토지 832㎡(251.68평),"32,448,000","32,448,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010755_001"">link</a>",10,0.0,251.68,0.0
2022 타경 10755(2),경북 의성군 봉양면 문흥리 672-4 외 2개 목록,128.62480023912,36.320325577307,답,토지 1042㎡(315.21평),"51,505,000","51,505,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010755_002"">link</a>",10,0.0,315.21,0.0
2022 타경 10755(3),경북 의성군 봉양면 문흥리 704 외 1개 목록,128.62131605128,36.318036044826,전,토지 1442㎡(436.21평),"18,746,000","18,746,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010755_003"">link</a>",10,0.0,436.21,0.0
2022 타경 10793(1),경북 의성군 사곡면 작승리 778,128.74635900611,36.304867037675,창고용지,토지 372㎡(112.53평),"14,061,600","14,061,600",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010793_001"">link</a>",10,0.0,112.53,0.0
2022 타경 10793(2),경북 의성군 사곡면 작승리 778-1,128.74611673029,36.305035201392,전,토지 362㎡(109.51평),"10,136,000","10,136,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010793_002"">link</a>",10,0.0,109.51,0.0
2022 타경 10854,경북 청송군 현서면 천천리 166,128.90901772521,36.261619547995,전,토지 1927㎡(582.92평),"25,629,100","25,629,100",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010854_001"">link</a>",10,0.0,582.92,0.0
2022 타경 10878,경북 청송군 주왕산면 하의리 181,129.12689527104,36.384293233868,대지,토지 370㎡(111.93평),"45,880,000","45,880,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010878_001"">link</a>",10,0.0,111.93,0.0
2022 타경 10892,경북 청송군 안덕면 지소리 26-1 외 1개 목록,128.99546191412,36.353915934098,주택,건물 43.4㎡(13.13평) / 토지 234㎡(70.79평) / 제시외 20 ㎡,"19,337,600","19,337,600",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=705_20220010892_001"">link</a>",10,13.13,70.79,0.0
2022 타경 10953(1),강원 양양군 강현면 방축리 141-1,128.60257411365,38.119685683318,대지,토지 38.7㎡(11.71평),"5,379,300","5,185,800",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=504_20220010953_001"">link</a>",10,0.0,11.71,0.0
2022 타경 10953(2),강원 양양군 강현면 방축리 141-4,128.60261368276,38.11956578393,전,토지 44.7㎡(13.52평),"5,051,100","4,961,700",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=504_20220010953_002"">link</a>",10,0.0,13.52,0.0
2022 타경 10953(3),강원 양양군 강현면 방축리 220-1,128.60740561264,38.117117618705,답,토지 363.6㎡(109.99평),"27,270,000","27,270,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=504_20220010953_003"">link</a>",10,0.0,109.99,0.0
2022 타경 11007,인천 부평구 부평동 751-94 동경테라스빌 2동 2층 202호,126.7192027576,37.48721409582,다세대/빌라,건물 39.68㎡(12평) / 대지권 18.8㎡(5.69평),"145,000,000","49,735,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220011007_001"">link</a>",10,0.0,0.0,5.69
2022 타경 11093,강원 속초시 교동 799-89 동방빌라 1층 202호,128.5690436485,38.202976895229,다세대/빌라,건물 27.27㎡(8.25평) / 대지권 20.33㎡(6.15평),"35,000,000","17,150,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=504_20220011093_001"">link</a>",10,8.25,0.0,6.15
2022 타경 11178,강원 고성군 간성읍 교동리 753-7 외 1개 목록,128.42506948379,38.376284693092,대지,토지 1812㎡(548.13평),"103,128,000","50,533,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=504_20220011178_001"">link</a>",10,0.0,548.13,0.0
2022 타경 11192,강원 고성군 현내면 초도리 산 30,128.42462625447,38.478688489015,임야,토지 5344.33㎡(1616.66평),"283,249,490","198,275,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=504_20220011192_001"">link</a>",10,0.0,1616.66,0.0
2022 타경 11366,인천 강화군 불은면 삼성리 819-20,126.43853200234,37.70901391935,임야,토지 29383㎡(8888.36평),"446,621,600","446,621,600",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220011366_001"">link</a>",10,0.0,8888.36,0.0
2022 타경 11512,강원 속초시 장사동 632-101,128.58787973909,38.222276674872,대지,토지 12.57㎡(3.8평),"10,030,860","10,030,860",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=504_20220011512_001"">link</a>",10,0.0,3.8,0.0
2022 타경 11574,강원 고성군 간성읍 상리 379-4,128.45992406826,38.378396200769,대지,토지 512㎡(154.88평),"54,784,000","54,784,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=504_20220011574_001"">link</a>",10,0.0,154.88,0.0
2022 타경 11816,인천 부평구 부평동 252-29 건영캐스빌 3층 314호,126.72626461852,37.497511581692,아파트,건물 82.53㎡(24.97평) / 대지권 29.4㎡(8.89평),"278,000,000","194,600,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220011816_001"">link</a>",10,24.97,0.0,8.89
2022 타경 12403,경북 김천시 농소면 월곡리 255-3,128.17481113661,36.114370004318,답,토지 1928㎡(583.22평),"462,720,000","226,733,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220012403_001"">link</a>",10,0.0,583.22,0.0
2022 타경 12601,경북 구미시 비산동 28 강변보성타운 103동 14층 1403호,128.38370441796,36.122150049508,아파트,건물 43.89㎡(13.28평) / 대지권 20.9㎡(6.32평),"55,000,000","38,500,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220012601_001"">link</a>",10,13.28,0.0,6.32
2022 타경 12809,경북 구미시 상모동 443 상모동신홈그린타운 302동 3층 302호,128.35057214421,36.083303636218,다세대/빌라,건물 67.22㎡(20.33평) / 대지권 102.2㎡(30.92평),"189,000,000","132,300,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220012809_001"">link</a>",10,20.33,0.0,30.92
2022 타경 12864,인천 미추홀구 주안동 877-6 플러스홈 2층 203호,126.69268568856,37.464191894225,다세대/빌라,건물 63.09㎡(19.08평) / 대지권 24.5㎡(7.41평),"193,000,000","135,100,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=201_20220012864_001"">link</a>",10,19.08,0.0,7.41
2022 타경 13000,경북 구미시 상모동 261-3 2층 202호,128.34903976056,36.085446516352,다세대/빌라,건물 68.85㎡(20.83평) / 대지권 38㎡(11.5평),"75,000,000","52,500,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220013000_001"">link</a>",10,20.83,0.0,11.5
2022 타경 13055,경북 김천시 아포읍 제석리 329-2,128.23495883412,36.15204584304,대지,토지 290㎡(87.73평),"63,800,000","44,660,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220013055_001"">link</a>",10,0.0,87.73,0.0
2022 타경 13161,경북 구미시 송정동 42 2동 3층 6호,128.34594100352,36.120642556827,아파트,건물 68.93㎡(20.85평) / 대지권 56.78㎡(17.18평),"123,000,000","123,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220013161_001"">link</a>",10,20.85,0.0,17.18
2022 타경 13192(1),경북 구미시 송정동 77 구미송정유성푸르나임오피스텔 5층 518호,128.34961822203,36.117407272359,오피스텔,건물 23.96㎡(7.25평) / 대지권 3.8㎡(1.15평),"62,000,000","62,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220013192_001"">link</a>",10,7.25,0.0,1.15
2022 타경 13192(2),경북 구미시 송정동 77 구미송정유성푸르나임오피스텔 5층 513호,128.34961822203,36.117407272359,오피스텔,건물 23.96㎡(7.25평) / 대지권 3.8㎡(1.15평),"62,000,000","62,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220013192_002"">link</a>",10,7.25,0.0,1.15
2022 타경 13345,경북 구미시 장천면 금산리 산 68,128.51578958011,36.16869774934,임야,토지 7934㎡(2400.04평),"18,248,200","18,248,200",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220013345_001"">link</a>",10,0.0,2400.04,0.0
2022 타경 13406,경북 구미시 형곡동 378-1 5층 501호,128.33705492192,36.10308782155,아파트,건물 40.09㎡(12.13평) / 대지권 27㎡(8.17평),"30,000,000","30,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220013406_001"">link</a>",10,12.13,0.0,8.17
2022 타경 13680,경북 김천시 구성면 상좌원리 산 42,128.02758767813,36.039389703282,임야,토지 53554㎡(16200.09평),"101,752,600","101,752,600",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220013680_001"">link</a>",10,0.0,16200.09,0.0
2022 타경 13703,경북 구미시 광평동 792-7 구미광평푸르지오2차 203동 2층 202호,128.36555358535,36.10391306424,아파트,건물 85㎡(25.71평) / 대지권 44.8㎡(13.55평),"193,000,000","193,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=703_20220013703_001"">link</a>",10,25.71,0.0,13.55
2022 타경 30209,경기 여주시 금사면 도곡리 530-43 외 2개 목록,127.48587188023,37.37986605354,임야,토지 3843㎡(1162.51평),"404,226,000","282,958,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220030209_001"">link</a>",10,0.0,1162.51,0.0
2022 타경 30650,경기 이천시 관고동 514 이천관고벽산블루밍 101동 9층 904호,127.43479433802,37.283069357669,아파트,건물 84.98㎡(25.71평) / 대지권 52.7㎡(15.94평),"442,000,000","309,400,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220030650_001"">link</a>",10,25.71,0.0,15.94
2022 타경 30889,경기 양평군 단월면 보룡리 300-5 외 2개 목록,127.67100856853,37.533747395974,주택,건물 151.73㎡(45.9평) / 토지 1057㎡(319.74평) / 제시외 39.18 ㎡,"468,764,800","160,787,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220030889_001"">link</a>",10,45.9,319.74,0.0
2022 타경 30926,경기 양평군 양서면 청계리 산 24-1,127.40588105811,37.54871821804,임야,토지 111731.38㎡(33798.74평),"860,328,700","144,596,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220030926_001"">link</a>",10,0.0,33798.74,0.0
2022 타경 33451,경기 여주시 하동 122-8,127.62852409601,37.300523787225,대지,토지 287.08㎡(86.84평),"622,963,600","212,411,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220033451_001"">link</a>",10,0.0,86.84,0.0
2022 타경 34034(3),경기 양평군 양동면 단석리 916 외 1개 목록,127.71704996971,37.391750198996,답,토지 506.8㎡(153.31평),"31,403,200","7,540,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220034034_003"">link</a>",10,0.0,153.31,0.0
2022 타경 34492,경기 이천시 창전동 412 2층 201호,127.43977152737,37.286138266788,아파트,건물 51.66㎡(15.63평) / 대지권 32.1㎡(9.71평),"105,000,000","73,500,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220034492_001"">link</a>",10,15.63,0.0,9.71
2022 타경 34546(1),경기 양평군 용문면 삼성리 524-15 외 3개 목록,127.56696711544,37.469886877147,답,토지 1313㎡(397.18평),"230,722,000","230,722,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220034546_001"">link</a>",10,0.0,397.18,0.0
2022 타경 34546(2),경기 양평군 용문면 삼성리 524-1,127.56707684363,37.470181337708,도로,토지 172㎡(52.03평),"15,652,000","15,652,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220034546_002"">link</a>",10,0.0,52.03,0.0
2022 타경 34959,경기 이천시 마장면 이치리 300-2,127.38617873558,37.257746205417,임야,토지 165㎡(49.91평),"17,820,000","12,474,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220034959_001"">link</a>",10,0.0,49.91,0.0
2022 타경 35082(1),경기 여주시 산북면 송현리 400-12 외 18개 목록,127.44682187228,37.373758418105,전,토지 3712㎡(1122.88평),"772,421,690","378,487,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220035082_001"">link</a>",10,0.0,1122.88,0.0
2022 타경 35082(2),경기 여주시 산북면 송현리 400-48,127.44956002221,37.369787705632,임야,토지 145471㎡(44004.98평),"1,454,544,711","712,727,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220035082_002"">link</a>",10,0.0,44004.98,0.0
2022 타경 35273,경기 여주시 오학동 279-15 굿모닝타운 103동 2층 201호,127.64267455639,37.311129660988,다세대/빌라,건물 69.21㎡(20.94평) / 대지권 34.75㎡(10.51평),"130,000,000","91,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220035273_001"">link</a>",10,20.94,0.0,10.51
2022 타경 35372,경기 양평군 강상면 대석리 산 43,127.45411322948,37.433852924027,임야,토지 991㎡(299.78평),"45,586,000","31,910,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220035372_001"">link</a>",10,0.0,299.78,0.0
2022 타경 35433,경기 이천시 백사면 모전리 657,127.48247768294,37.298354381555,답,토지 205.54㎡(62.18평),"15,001,500","10,501,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220035433_001"">link</a>",10,0.0,62.18,0.0
2022 타경 35846,경기 이천시 마장면 오천리 271-12,127.35095033842,37.252959440997,대지,토지 227.71㎡(68.88평),"207,443,810","145,211,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220035846_001"">link</a>",10,0.0,68.88,0.0
2022 타경 35860,경기 여주시 현암동 398-4,127.63762404632,37.322516761415,전,토지 48.03㎡(14.53평),"7,684,800","5,379,360",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220035860_001"">link</a>",10,0.0,14.53,0.0
2022 타경 36047,경기 양평군 용문면 연수리 산 26-27,127.57138547204,37.512617391492,임야,토지 27533.86㎡(8328.99평),"440,541,760","215,865,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036047_001"">link</a>",10,0.0,8328.99,0.0
2022 타경 36085,경기 여주시 강천면 적금리 519-11 외 3개 목록,127.68857803793,37.254187184797,임야,토지 5119㎡(1548.5평) / 제시외 134.12 ㎡,"1,417,590,440","1,152,346,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036085_001"">link</a>",10,0.0,1548.5,0.0
2022 타경 36108,경기 이천시 율면 월포리 428-6 외 5개 목록,127.56264630396,37.095203197171,전,토지 3624.03㎡(1096.27평),"186,941,370","91,601,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036108_001"">link</a>",10,0.0,1096.27,0.0
2022 타경 36221,경기 양평군 강상면 대석리 415 외 1개 목록,127.45498896459,37.436048287608,주택,건물 198.24㎡(59.97평) / 토지 377㎡(114.04평) / 제시외 25 ㎡,"331,941,000","331,941,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036221_001"">link</a>",10,59.97,114.04,0.0
2022 타경 36238(1),경기 여주시 세종대왕면 번도리 702,127.57512043049,37.307727469335,전,토지 221㎡(66.85평),"28,067,000","19,647,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036238_001"">link</a>",10,0.0,66.85,0.0
2022 타경 36238(2),경기 여주시 세종대왕면 번도리 755-1 외 4개 목록,127.56994679257,37.305638517405,답,토지 7676㎡(2321.99평),"452,592,000","316,814,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036238_002"">link</a>",10,0.0,2321.99,0.0
2022 타경 36238(3),경기 여주시 세종대왕면 번도리 767-2 외 1개 목록,127.57017679197,37.304847752139,답,토지 562㎡(170.01평),"35,406,000","24,784,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036238_003"">link</a>",10,0.0,170.01,0.0
2022 타경 36474(1),경기 이천시 호법면 매곡리 706-5 외 1개 목록,127.37946585379,37.205319709971,도로,토지 103㎡(31.16평),"9,373,000","9,373,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036474_001"">link</a>",10,0.0,31.16,0.0
2022 타경 36474(2),경기 이천시 호법면 매곡리 259-18,127.38846824967,37.209568782891,도로,토지 264㎡(79.86평),"25,872,000","25,872,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036474_002"">link</a>",10,0.0,79.86,0.0
2022 타경 36542,경기 이천시 사음동 24 향림주택 1동 1층 1110호,127.42698690271,37.302677993582,다세대/빌라,건물 54㎡(16.34평) / 대지권 57.91㎡(17.52평),"65,000,000","65,000,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036542_001"">link</a>",10,16.34,0.0,17.52
2022 타경 36610,경기 이천시 마장면 회억리 산 99,127.36953239508,37.260928543802,임야,토지 511㎡(154.58평),"65,408,000","65,408,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036610_001"">link</a>",10,0.0,154.58,0.0
2022 타경 36627,경기 여주시 대신면 후포리 804-1,127.6053227475,37.351470865744,임야,토지 992㎡(300.08평),"73,408,000","35,970,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220036627_001"">link</a>",10,0.0,300.08,0.0
2022 타경 37064,경기 이천시 신둔면 소정리 232-2,127.39956198116,37.299043223866,답,토지 1682㎡(508.81평),"353,220,000","247,254,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220037064_001"">link</a>",10,0.0,508.81,0.0
2022 타경 37422,경기 이천시 설성면 행죽리 산 52,127.54016489475,37.109199761543,임야,토지 508㎡(153.67평),"60,452,000","42,316,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220037422_001"">link</a>",10,0.0,153.67,0.0
2022 타경 37439,경기 양평군 강상면 교평리 87-2 외 1개 목록,127.49074638807,37.466769339809,주택,건물 142.4㎡(43.08평) / 토지 398㎡(120.4평),"420,039,200","294,027,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220037439_001"">link</a>",10,43.08,120.4,0.0
2022 타경 37590,경기 여주시 대신면 윤촌리 272-3,127.60312153678,37.410696014506,답,토지 2177.5㎡(658.69평),"102,342,500","71,640,000",2023-05-24,"<a href=""https://www.dooinauction.com/auction/search/?auction_id=303_20220037590_001"">link</a>",10,0.0,658.69,0.0
